,Kruskal weight,Cut edge count,Polsby-Popper,Conformal Polsby-Popper,Total perimeter,Total conformal perimeter,Total conformal linear perimeter,County edges,avg slack,avg root phi
0,Standard ReCom,1880,0.18487512817455942,0.4296902915786134,66.4049490294408,87879.44936073464,72680.40607446384,168,0.22748775959108875,2751.6582812741917
1,Standard ReCom,1884,0.18390543544656937,0.4292394420784217,66.45563810169931,88144.4174279466,72371.92795408015,168,0.23377220120746622,2746.6168100209816
2,Standard ReCom,1876,0.18441029036212572,0.43020022862291724,66.26274344003166,87704.35374407964,72069.23600861224,165,0.23452190556322733,2753.8598587780198
3,Standard ReCom,1897,0.18343928082960592,0.4258702199225066,66.49865499454955,88594.9728877577,72836.83205252314,165,0.23356870323839082,2760.548174639832
4,Standard ReCom,1890,0.18559178156145884,0.43331046062849293,65.68076141238738,87878.58297587828,72429.01370378146,175,0.22671474941756922,2765.3315570390128
5,Standard ReCom,1888,0.185944129723479,0.4341386222667443,65.64238480392345,87567.1022429548,72236.6952908827,181,0.2263458970947717,2755.8489874467164
6,Standard ReCom,1891,0.18599348847733174,0.43437389919776764,65.34075246623414,87736.63439500019,72599.59718792308,178,0.22835053130952196,2768.1958275852244
7,Standard ReCom,1895,0.1797830435557699,0.4348425323921378,66.71612424958349,87899.81914600679,72489.93565166763,177,0.23810284452050737,2722.950020967799
8,Standard ReCom,1900,0.1783316719950971,0.4352668800803772,66.7114089241357,87882.43004293116,72392.89349658703,179,0.23748483136347717,2721.1030093593527
9,Standard ReCom,1887,0.17788918984215912,0.43585672214961557,66.55428709066142,86826.12739491372,71826.7189665169,180,0.23413689040093102,2704.7119071004468
10,Standard ReCom,1892,0.17764644902757123,0.4349851307809923,66.58303263010315,87014.75789695734,71981.94398946041,180,0.23429097467841004,2710.5367924204797
11,Standard ReCom,1892,0.17778006501417679,0.435013706481363,66.63408209337618,87005.3634685758,72056.62242752922,177,0.22949853747912333,2714.6649941579426
12,Standard ReCom,1886,0.17974117755750263,0.43394931901213996,66.65438062226525,86487.09744297192,71628.24823273701,176,0.2305594424965217,2704.374249245882
13,Standard ReCom,1890,0.1770660383328519,0.43144827783397505,66.79248138337029,86578.19731756058,71415.45216622736,174,0.30831115966687106,2696.479770705574
14,Standard ReCom,1893,0.17841338764762257,0.4363619277672642,66.73475682387742,86300.86704899112,71311.96998251708,176,0.3244515682309366,2701.359850501824
15,Standard ReCom,1924,0.177708500949962,0.4344581828164366,67.60522508274157,88528.09311135282,72289.34083456807,176,0.3269550059298989,2714.7560026519245
16,Standard ReCom,1925,0.17745468501560044,0.4353779832474835,67.77621463681108,88372.1207245032,72084.35878399863,176,0.330605579512007,2708.4830358813265
17,Standard ReCom,1941,0.1780975530047855,0.4349086682872955,67.98434285694033,89231.61269329171,72737.47606421843,183,0.32287478760473437,2731.3563675163537
